SKU	Brand	Line	Vitola	Country	Tier	Strength	Body	Flavor Family	Occasion	Smoke Time	Pairing Affinity	Wrapper	Binder	Filler	Notes	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Best For	Avoid If	Why Recommend	Recommendation Confidence	Source Confidence	Beginner Safe	Image URL	Article Source	MSRP USD	Length	Ring Gauge	Shape	Stick Size	Catalog Line	Member Blurb	Price Note	Size Note	CA Rating	CA List Year	CA List	CA Rank	Data Grade (1-10)
L5-FOUND-TABERNACLE	Foundation Cigar Company	The Tabernacle CT Broadleaf	Robusto / Toro / Lancero	Nicaragua	5	6	Full	Dark & Heavy	Special occasion	90 min	Bourbon	Connecticut Broadleaf	Mexican San Andres	Nicaragua / Honduras	Level 5 boutique: teaches prized wrapper tobacco, boutique blending identity, dark cocoa/leather/pepper, and how broadleaf can add richness without being only about strength.	Connecticut Broadleaf wrapper brings fermented dark sweetness, cocoa, and dense oily texture.	Mexican San Andrés binder adds earthy sweetness and savory depth under the broadleaf.	Nicaraguan and Honduran filler supply body, spice, espresso, and a broad dark flavor core.	chocolate, vanilla, spice, oak	Verified against https://www.cigaraficionado.com/ratings/19417/name/the-tabernacle-lancero.	User wants mild cream, short smoke, low nicotine, or very simple Connecticut flavors.	Recommend when the user wants boutique broadleaf depth with strong identity and texture.	Medium	Cigar Aficionado official review	No		https://www.cigaraficionado.com/ratings/19417/name/the-tabernacle-lancero	9.	5.	52.	Robusto	5 × 52 · Robusto	Esteban Carreras Maduro Mofo Robusto · 5 × 52 · Robusto · Medium-Full · Nicaragua · $9 · Notes: cocoa, earth, pepper, espresso	Maduro Mofo robusto — San Andrés cocoa and pepper in a value maduro. Transcript 'Mad Mofo' normalized.		Transcript: 'Mad Mofo' — normalized to Maduro Mofo.					10
CA25-16-GELLIS-SAUNTER	Gellis Family Cigars	Saunter	Robusto	Dominican Republic	5	4	Medium	Creamy	Special occasion	60 min	Coffee	Ecuador Connecticut-seed	Ecuador	Dominican Republic / Nicaragua	Cigar Aficionado 2025 #16, rated 95. Teaches Kyle Gellis/Warped-adjacent boutique sensibility, Ecuadorian wrapper and binder, and Dominican/Nicaraguan filler balance.	Ecuador Connecticut-seed wrapper gives cream, elegance, and aromatic softness.	Ecuadorian binder adds structure and subtle spice under the creamy wrapper.	Dominican and Nicaraguan filler provide medium body, sweetness, and boutique balance.	nuts, wood, sweetness	Verified against https://www.cigaraficionado.com/top25cigar/gellis-family-cigars-saunter-2025.	User wants full strength, dark maduro, or collector rarity.	Recommend as a boutique medium cigar with polish and approachability.	Medium	Cigar Aficionado 2025 Top 25 review tasting prose	Maybe	https://mshanken.imgix.net/cao/bolt/2025-12/top16-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/gellis-family-cigars-saunter-2025	18.	5.	52.	Robusto	5 × 52 · Robusto	Drew Estate Liga Privada H99 Robusto · 5 × 52 · Robusto · Medium-Full · Nicaragua · $18 · Notes: cedar, baking spice, sweet tobacco, toast	Liga Privada H99 - Connecticut hybrid wrapper, sweet spice, and Brazilian binder in a 5x52 robusto. Bridges No. 9 darkness and T52 pepper.		H99 robusto; L5-DREW-LIGA9 is No. 9; CA25-11 is T52.	95	2025	Top 25	16	10
BB24-01-GRAN-HABANO	Gran Habano	Habano No. 3	Lunch Break	Honduras	3	3	Medium	Savory	Quick lunch break	45 min	Coffee	Nicaragua	Nicaragua	Nicaragua / Costa Rica	Cigar Aficionado 2024 Best Buy, rated 93 (≤$7 MSRP). Teaches Habano No. 3 in Lunch Break - value Honduras pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua / Costa Rica filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, toasted bread, pepper, earth, sweet spice	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/gran-habano-habano-no-3-lunch-break-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/gran-habano-habano-no-3-lunch-break-2024	6.	4.13	42.	Petit Corona	4⅛ × 42 · Petit Corona	Aladino · 4⅛ × 42 · Petit Corona · Medium · Honduras · $6 · Notes: cedar, wood, earth, leather	Corojo-seed Honduran value - cedar and nuts in a short petit corona. Eiroa heritage without anniversary pricing.		Value Aladino; CA25-25 is 85 Aniversario Reserva toro.	93	2024	Best Buy		10
CUR-10-UPMANN-M50	H. Upmann	Magnum	Magnum 50	Cuba	6	3	Medium	Woodsy	After dinner	60 min	Scotch	Cuba	Cuba	Cuba	Curated classic (user list). Teaches Magnum in Magnum 50 - Cuban character, construction, and hall-of-fame reference status.	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	light, medium, balanced, woody, creamy	Verified against https://www.habanos.com/en/news/habanos-s-a-presenta-magnum-50-de-h-upmann-en/.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Magnum, or asks for a medium woodsy reference.	High	Habanos official	Maybe		https://www.habanos.com/en/news/habanos-s-a-presenta-magnum-50-de-h-upmann-en/	6.	5.25	42.	Petit Corona	5¼ × 42 · Petit Corona	Arturo Fuente · 5¼ × 42 · Petit Corona · Medium · Dominican · $6 · Notes: cedar, wood, earth, leather	Classic Fuente petit corona - Cameroon wrapper, Dominican balance. Heritage smoke at six-dollar MSRP.		Core Fuente petit corona; distinct from Hemingway or Opus lines.					10
CUR-29-UPMANN-VCM-ROB	H. Upmann	Vintage Cameroon	Robusto	Dominican Republic	3	3	Medium	Sweet Spice	Morning coffee	60 min	Coffee	Cameroon	Dominican Republic	Dominican Republic / Nicaragua	Sprint smokes checklist. Teaches Vintage Cameroon in Robusto - Dominican character, construction, and hall-of-fame reference status.	Cameroon wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, nuts, cream, light spice, sweet tobacco	Verified against https://www.cigaraficionado.com/ratings/18577/name/h-upmann-vintage-cameroon-lonsdale.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Vintage Cameroon, or asks for a medium sweet spice reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/18577/name/h-upmann-vintage-cameroon-lonsdale	17.	5.5	50.	Robusto	5½ × 50 · Robusto	Arturo Fuente Don Carlos Personal Reserve Robusto · 5½ × 50 · Robusto · Medium · Dominican · $17 · Notes: cedar, baking spice, sweet tobacco, toast	Don Carlos Personal Reserve robusto — red-band, extra-aged Cameroon over Fuente Dominican core. Refined cedar, nuts, and baking spice; step above standard Don Carlos.		Personal Reserve (red band); CA24-09 is Eye of the Bull; VID-19 is Don Carlos No. 2.					10
CA24-19-HERRERA-NORTENO	Herrera Esteli	Norteño	Lonsdale	Nicaragua	5	4	Medium-Full	Savory	After dinner	90 min	Bourbon	Mexico	Nicaragua	Nicaragua	Cigar Aficionado 2024 #19, rated 92. Teaches Norteño identity in Lonsdale format - regional character, construction, and Top 25 prestige.	Mexico wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, pepper, espresso, earth, dark cherry	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/herrera-esteli-norteno-lonsdale-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Norteño, or a medium-full bourbon-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/herrera-esteli-norteno-lonsdale-2024	6.	4.	44.	Robusto	4½ × 60 · Robusto	Alec Bradley Chunk Maduro XL · 4½ × 60 · Robusto · Medium-Full · Honduras · $6 · Notes: cocoa, coffee, earth, dark sweetness	Chunk Maduro XL - wide short smoke, San Andrés cocoa and coffee. Big ring, small price.			92	2024	Top 25	19	10
CUR-08-HOYO-EPICURE	Hoyo de Monterrey	Epicure	Epicure No. 2	Cuba	6	3	Medium	Creamy	Morning coffee	45 min	Coffee	Cuba	Cuba	Cuba	Curated classic (user list). Teaches Epicure in Epicure No. 2 - Cuban character, construction, and hall-of-fame reference status.	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	delicate, aromatic, elegant, light, creamy	Verified against https://www.habanos.com/en/the-habanos-brands-academia/hoyo-de-monterrey-brand/.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Epicure, or asks for a medium creamy reference.	High	Habanos official	Maybe		https://www.habanos.com/en/the-habanos-brands-academia/hoyo-de-monterrey-brand/	9.	6.75	54.	Toro	6¾ × 54 · Toro	Arturo Fuente Chateau Fuente Double · 6¾ × 54 · Toro · Medium · Dominican · $9 · Notes: cream, cedar, nuts, toast	Double Chateau Connecticut - cream, nuts, and easy Fuente balance in a longer 54-ring smoke. Approachable premium afternoon.		Distinct from Gran Reserva Chateau in L3-AF-GRANRES.					10
CUR-01-HOYO-SANJUAN	Hoyo de Monterrey	Le Hoyo de San Juan	San Juan	Cuba	6	3	Medium	Woodsy	After dinner	60 min	Scotch	Cuba	Cuba	Cuba	Curated classic (user list). Teaches Le Hoyo de San Juan in San Juan - Cuban character, construction, and hall-of-fame reference status.	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	delicate, aromatic, elegant, light, complex	Verified against https://www.habanos.com/en/news/hoyo-de-monterrey-le-hoyo-de-san-juan-en/.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Le Hoyo de San Juan, or asks for a medium woodsy reference.	High	Habanos official	Maybe		https://www.habanos.com/en/news/hoyo-de-monterrey-le-hoyo-de-san-juan-en/	6.	6.	52.	Toro	6 × 52 · Toro	Punch Knuckle Buster Shade · 6 × 52 · Toro · Medium-Light · Honduras · $6 · Notes: cream, cedar, nuts, toast	Knuckle Buster toro - step up in length from stubby without leaving value tier.							10
BB25-11-HVC-HOTCAKE-HC	HVC	Hot Cake Golden Line Connecticut	Half Corona	Nicaragua	3	2	Medium-Light	Creamy	Morning coffee	30 min	Coffee	Ecuador Connecticut	Nicaragua	Nicaragua	Cigar Aficionado 2025 Best Buy, rated 90 (≤$7 MSRP). Teaches Hot Cake Golden Line Connecticut in Half Corona - value Nicaragua pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/hvc-hot-cake-golden-line-connecticut-half-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/hvc-hot-cake-golden-line-connecticut-half-corona-2025	6.	4.5	60.	Figurado	4½ × 60 · Figurado	Oliva Serie G Maduro Special G · 4½ × 60 · Figurado · Medium · Nicaragua · $6 · Notes: cocoa, earth, pepper, espresso	Serie G Maduro figurado - cocoa and coffee in a wide 60-ring short smoke. Fun shape, still under $7.			90	2025	Best Buy		10
CUR-28-LADC-CT-TORO	La Aroma de Cuba	Connecticut	Toro	Nicaragua	4	3	Medium	Creamy	Quick lunch break	90 min	Coffee	Ecuador Connecticut	Nicaragua	Nicaragua	Sprint smokes checklist. Teaches Connecticut in Toro - Nicaragua character, construction, and hall-of-fame reference status.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Nicaragua binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cream, vanilla, nougat, cedar	Verified against https://www.cigaraficionado.com/ratings/25587/name/la-aroma-de-cuba-connecticut-churchill-churchill.	Beginner nicotine-sensitive, opposite wrapper style, or very short time window.	Recommend when the user cites this hall-of-fame stick, Connecticut, or asks for a medium creamy reference.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/ratings/25587/name/la-aroma-de-cuba-connecticut-churchill-churchill	12.	6.5	52.	Torpedo	6½ × 52 · Torpedo	Oliva Serie V Melanio Maduro · 6½ × 52 · Torpedo · Medium-Full · Nicaragua · $12 · Notes: cocoa, earth, pepper, espresso	Melanio maduro in torpedo — longer, tapered draw concentrates Mexican wrapper cocoa and coffee. Different experience than the 5×50 robusto on the 2025 list.		Same line as CA25-18 Robusto; different vitola (torpedo vs robusto).					10
CA25-23-LA-AROMA	La Aroma de Cuba	Original	Robusto	Nicaragua	4	6	Full	Coffee	After dinner	60 min	Coffee	Connecticut Broadleaf	Nicaragua	Nicaragua	Cigar Aficionado 2025 #23, rated 93. Teaches the original La Aroma de Cuba profile: My Father construction, Connecticut Broadleaf wrapper, and strong Nicaraguan complexity.	Connecticut Broadleaf wrapper brings roasted sweetness, dark body, and old-school richness.	Nicaraguan binder supports strength and My Father burn structure.	Nicaraguan filler delivers full strength, roasted nuts, and complex spice.	roasted peanut, toasted chestnut, licorice, minerals	Verified against https://www.cigaraficionado.com/top25cigar/la-aroma-de-cuba-robusto-2025.	Beginner, mild smoker, or user dislikes roasted/nutty dark flavors.	Recommend for a strong, complex broadleaf robusto with classic value appeal.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top23-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/la-aroma-de-cuba-robusto-2025	6.	6.	60.	Gordo	6 × 60 · Gordo	Curivari Buenaventura Favoritos Natural · 6 × 60 · Gordo · Medium · Nicaragua · $6 · Notes: cedar, wood, earth, leather	Curivari Buenaventura natural 60 - big ring Nicaraguan wood and earth at under $6.		Pair with BB25-17 Connecticut 50 for wrapper contrast.	93	2025	Top 25	23	10
CA24-11-LA-AROMA-PASION	La Aroma de Cuba	Pasión	Box-Pressed Torpedo	Nicaragua	5	4	Full	Coffee	After dinner	90 min	Bourbon	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #11, rated 93. Teaches Pasión identity in Box-Pressed Torpedo format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, coffee, earth, dark sweetness, cedar	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-aroma-de-cuba-pasion-box-pressed-torpedo-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Pasión, or a full bourbon-friendly smoke at this size.	High	Cigar Aficionado official review	No		https://www.cigaraficionado.com/top25cigar/la-aroma-de-cuba-pasion-box-pressed-torpedo-2024	5.	4.	40.	Petit Corona	4 × 40 · Petit Corona	Macanudo Café · 4 × 40 · Petit Corona · Medium-Light · Dominican · $5 · Notes: cream, cedar, nuts, toast	Macanudo Café Court tubo - classic mild Connecticut in a pocket-sized format.		Tubo format; L3-MAC-CAFE is Hyde Park robusto.	93	2024	Top 25	11	10
BB25-18-LAUR-CAZ-ROB	La Aurora	Cazadores Nicaragua	Robusto	Dominican Republic	3	3	Medium	Savory	Quick lunch break	60 min	Coffee	Nicaragua	Dominican Republic	Nicaragua / Dominican Republic	Cigar Aficionado 2025 Best Buy, rated 89 (≤$7 MSRP). Teaches Cazadores Nicaragua in Robusto - value Dominican pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Nicaragua / Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, pepper, coffee, earth, cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-aurora-cazadores-nicaragua-robusto-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/la-aurora-cazadores-nicaragua-robusto-2025	14.	6.	52.	Toro	6 × 52 · Toro	Viaje Fifteen Plus Two And A Half Anniversary Silver · 6 × 52 · Toro · Medium-Full · Nicaragua · $14 · Notes: sweet spice, cedar, citrus, earth	Viaje anniversary Aganorsa puro — festive sweet spice and citrus over cedar. Celebration cigar with boutique energy.			89	2025	Best Buy		10
BB25-24-LAUR-CAZ-TOR	La Aurora	Cazadores Nicaragua	Toro	Dominican Republic	3	3	Medium	Savory	After dinner	90 min	Rum	Nicaragua	Dominican Republic	Nicaragua / Dominican Republic	Cigar Aficionado 2025 Best Buy, rated 87 (≤$7 MSRP). Teaches Cazadores Nicaragua in Toro - value Dominican pick for budget-conscious smokers.	Nicaragua wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Nicaragua / Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, pepper, coffee, earth, cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-aurora-cazadores-nicaragua-toro-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $5' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/la-aurora-cazadores-nicaragua-toro-2025	11.	5.	50.	Robusto	5 × 50 · Robusto	Oliva Serie V Melanio Maduro · 5 × 50 · Robusto · Medium-Full · Nicaragua · $11 · Notes: cocoa, dark sweetness, coffee, earth	Melanio's darker maduro side — cocoa and coffee sweetness in a polished Mexican wrapper. Bourbon-friendly without Serie V bite.			87	2025	Best Buy		10
CA25-24-LA-AURORA-FUERTE	La Aurora	Family Creed Series Fuerte Sol	Robusto	Dominican Republic	5	5	Medium-Full	Savory	After dinner	60 min	Rum	Mexico	Nicaragua	Dominican Republic / Nicaragua / Pennsylvania Broadleaf	Cigar Aficionado 2025 #24, rated 93. Teaches modern La Aurora family identity, Mexican wrapper, Nicaraguan binder, and Dominican/Nicaraguan/Pennsylvania filler complexity.	Mexican wrapper adds dark sweetness, earth, and modern richness.	Nicaraguan binder adds spice and structure to the multinational filler blend.	Dominican, Nicaraguan, and Pennsylvania Broadleaf filler create savory depth and body.	oak, nuts, leather, caramel	Verified against https://www.cigaraficionado.com/top25cigar/la-aurora-family-creed-series-fuerte-sol-robusto-2025.	Beginner, user wants mild traditional La Aurora, or avoids dark/savory flavors.	Recommend when the user wants heritage plus modern strength and complexity.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top24-ratingh.jpg	15.5	15.5	6.1	50.	Robusto	6.1 × 50 · Robusto	H. Upmann Magnum · 6.1 × 50 · Robusto · Medium · Cuban · — · Notes: cedar, wood, earth, leather	H. Upmann magnum format - toasted nuts, cedar, and classic medium Cuban character in a 50-ring robusto length.	Island Cuban; not U.S. retail MSRP.		93	2025	Top 25	24	10
CA25-13-LFD-30YEARS	La Flor Dominicana	30 Years	Chisel	Dominican Republic	6	4	Medium-Full	Peppery	Special occasion	90 min	Rum	Ecuador	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 #13, rated 95. Teaches La Flor Dominicana anniversary craftsmanship, Chisel shape, estate Dominican tobacco, and power without full-strength labeling.	Ecuadorian wrapper adds spice, sheen, and balance to the anniversary blend.	Dominican binder supports the Chisel format and estate-tobacco identity.	Dominican filler provides LFD depth, earth, spice, and signature body.	leather, coffee, coconut, clove	Verified against https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-30-years-chisel-2025.	Beginner, user wants creamy mildness, or dislikes chisel/figurado shapes.	Recommend for LFD identity and anniversary prestige without going all the way to Double Ligero strength.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top13-ratingh.jpg	https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-30-years-chisel-2025	11.	7.	50.	Magnum	7 × 50 · Magnum	Ashton Classic Magnum · 7 × 50 · Magnum · Medium-Light · Dominican · $11 · Notes: cream, cedar, almonds, toast	Polished Dominican Connecticut — cream, almonds, and reliable mild-to-medium body. Beginner-safe premium without boring you.	Several sizes; Magnum MSRP mid-line.	Several sizes; Magnum is representative long smoke.	95	2025	Top 25	13	10
BB24-11-LFD-CAM-3	La Flor Dominicana	Cameroon Cabinet	No. 3	Dominican Republic	3	3	Medium	Sweet Spice	Morning coffee	45 min	Coffee	Cameroon	Dominican Republic	Dominican Republic	Cigar Aficionado 2024 Best Buy, rated 89 (≤$7 MSRP). Teaches Cameroon Cabinet in No. 3 - value Dominican pick for budget-conscious smokers.	Cameroon wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-cameroon-cabinet-no-3-2024.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $6' requests - cite CA 2024 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-cameroon-cabinet-no-3-2024	12.	5.	50.	Robusto	5 × 50 · Robusto	Gellis Family Cigars Saunter · 5 × 50 · Robusto · Medium · Dominican · $12 · Notes: cream, cedar, light spice, nuts	Boutique medium with Warped-adjacent polish — cream, cedar, and light spice in an approachable robusto. Refined without going dark.			89	2024	Best Buy		10
L4-LFD-DL	La Flor Dominicana	Double Ligero	Chisel / Robusto / Toro	Dominican Republic	4	7	Full	Peppery	After dinner	90 min	Rum	Ecuadorian Sumatra	Dominican Republic	Dominican ligero	Level 4 region identity: teaches that body and strength can come from Dominican ligero too; powerful spice, earth, and experienced-only intensity.	Ecuadorian Sumatra wrapper (natural or maduro) frames the ligero core with spice, earth, and oily depth without softening the strength.	Dominican binder supports combustion and structure through a dense double-ligero bunch.	Dominican ligero filler drives exceptional nicotine, red pepper, leather, coffee, and experienced-only intensity.	leather, pepper, wood, powerful, full-bodied	Verified against https://www.cigaraficionado.com/ratings/20952/name/la-flor-dominicana-double-ligero-chisel.	Beginner, nicotine-sensitive, empty stomach, morning coffee, user wants creamy Connecticut mildness.	Recommend when the user seeks maximum Dominican ligero intensity and understands this is among the strongest profiles in the book.	High	Cigar Aficionado official review	No	https://www.holts.com/clubhouse/sites/default/files/La-Flor-Dominicana-Double-Ligero.png	https://www.cigaraficionado.com/ratings/20952/name/la-flor-dominicana-double-ligero-chisel	12.	5.	50.	Robusto	5 × 50 · Robusto	OneOff Black & Tan · 5 × 50 · Robusto · Medium-Full · Nicaragua · $12 · Notes: earth, savory spice, cedar, cocoa	OneOff Black & Tan robusto — layered Aganorsa savory character in a 5×50. Related to OneOff Black toro on 2025 list, different blend.		Black & Tan blend; CA25-20 is OneOff Black Toro.					10
CA24-21-LFD-CHISELITO	La Flor Dominicana	Double Ligero	Chiselito Maduro	Dominican Republic	6	5	Full	Dark & Heavy	After dinner	60 min	Bourbon	Connecticut Broadleaf	Dominican Republic	Dominican Republic	Cigar Aficionado 2024 #21, rated 92. Teaches Double Ligero identity in Chiselito Maduro format - regional character, construction, and Top 25 prestige.	Connecticut Broadleaf wrapper sets the top-note character, color, and burn personality for this vitola.	Dominican Republic binder supports structure, combustion, and integration with the filler stack.	Dominican Republic filler drives body, strength, and the core flavor arc Sterlon should echo.	cocoa, earth, pepper, espresso, dark sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-double-ligero-chiselito-maduro-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Double Ligero, or a full bourbon-friendly smoke at this size.	High	Cigar Aficionado official review	No		https://www.cigaraficionado.com/top25cigar/la-flor-dominicana-double-ligero-chiselito-maduro-2024	11.	4.5	52.	Petit Toro	4½ × 52 · Petit Toro	Warped Corto X52 · 4½ × 52 · Petit Toro · Medium-Full · Nicaragua · $11 · Notes: cedar, baking spice, sweet tobacco, toast	Warped Corto X52 — concentrated Nicaraguan spice in a 4½-inch petit format. Big flavor when time is tight.			92	2024	Top 25	21	10
BB25-14-LG-CT-HC	La Galera	Connecticut	Half Corona	Dominican Republic	3	2	Medium-Light	Creamy	Morning coffee	30 min	Coffee	Ecuador Connecticut	Dominican Republic	Dominican Republic	Cigar Aficionado 2025 Best Buy, rated 89 (≤$7 MSRP). Teaches Connecticut in Half Corona - value Dominican pick for budget-conscious smokers.	Ecuador Connecticut wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic filler drives body, strength, and the flavor arc Sterlon should echo.	cream, cedar, nuts, toast, light sweetness	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-galera-connecticut-half-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		6.58	6.58	5.13	52.	Robusto	5⅛ × 52 · Robusto	Partagás Línea Maestra Maestro · 5⅛ × 52 · Robusto · Full · Cuban · — · Notes: cedar, wood, earth, leather	Cuban ultra-premium Maestra tier — assertive island cedar and earth. Recommend only when Cuban prestige and rarity are explicit.	Island Cuban; not U.S. retail MSRP.		89	2025	Best Buy		10
BB25-13-LG-IMP-JADE	La Galera	Imperial Jade	Chiquito Perfecto	Dominican Republic	3	3	Medium	Woodsy	Quick lunch break	45 min	Coffee	Ecuador	Dominican Republic	Dominican Republic / Nicaragua	Cigar Aficionado 2025 Best Buy, rated 89 (≤$7 MSRP). Teaches Imperial Jade in Chiquito Perfecto - value Dominican pick for budget-conscious smokers.	Ecuador wrapper sets top-note, color, and burn for this vitola.	Dominican Republic binder supports structure and integration with the filler.	Dominican Republic / Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/la-galera-imperial-jade-chiquito-perfecto-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/la-galera-imperial-jade-chiquito-perfecto-2025	6.	4.5	50.	Rothschild	4½ × 50 · Rothschild	Charter Oak Connecticut Shade · 4½ × 50 · Rothschild · Medium-Light · Nicaragua · $6 · Notes: cream, cedar, nuts, toast	Foundation Charter Oak shade rothschild - easy Connecticut over Nicaraguan filler. Reliable daily mild.			89	2025	Best Buy		10
